StudyID,Species,Taxon.group,Endo.Ecto,Lat.Decimal.Degrees,Trait.Name,Fitness.Measure.Defined,N,linear.coefs,linear.coefs.se,grad.diff,elevation,abs.Lat
109,Esox lucius,V,Ecto,54.37,body length,survival,31,0.229519189,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,64,0.247375891,NA,dif,40,54.37
109,Esox lucius,V,Ecto,54.37,body length,survival,61,0.173318789,NA,dif,40,54.37
65,Ficedula albicollis,V,Endo,57.1667,fledgling mass,survival,914,0.2442,NA,dif,26,57.1667
65,Ficedula albicollis,V,Endo,57.1667,fledgling mass,survival,1183,0.1809,NA,dif,26,57.1667
65,Ficedula albicollis,V,Endo,57.1667,fledgling mass,survival,1364,0.3064,NA,dif,26,57.1667
65,Ficedula albicollis,V,Endo,57.1667,fledgling mass,survival,1322,0.2618,NA,dif,26,57.1667
65,Ficedula albicollis,V,Endo,57.1667,fledgling mass,survival,1443,0.0666,NA,dif,26,57.1667
65,Ficedula albicollis,V,Endo,57.1667,fledgling mass,survival,1334,0.267,NA,dif,26,57.1667
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,82,-0.017,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,42,-0.23,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,97,-0.094,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,66,-0.027,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,95,0.022,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,68,-0.0083,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,63,-0.086805256,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,66,-0.115770768,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,71,-0.056592587,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,80,-0.114658356,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,147,0.124999443,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,51,-0.063,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,35,-0.32,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,58,-0.36,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,41,-0.18,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,70,-0.27,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,35,-0.00134272,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,35,-0.056511789,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,34,-0.031634929,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,34,-0.044497975,NA,dif,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,body mass,survival,44,0.027995147,NA,dif,8,25.745
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1689,-0.028638768,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,2725,-0.028080826,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1704,-0.058169484,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1246,-0.024917143,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1619,-0.014767977,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1803,-0.084901556,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1443,-0.134879253,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1609,-0.054523025,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,2264,-0.064706569,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1519,-0.089306109,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,3170,-0.036295826,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1161,-0.114693044,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1085,-0.063224877,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,599,-0.002419959,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1514,-0.041515614,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1633,-0.104123578,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,764,-0.300351701,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1049,-0.097113132,NA,dif,19,59.3217
111,Oncorhynchus nerka,V,Ecto,59.3217,body size-at-maturity,survival,1258,-0.130018194,NA,dif,19,59.3217
67,Ovis aries,V,Endo,57.814,body weight - adult females,survival,82,NA,NA,dif,121,57.814
67,Ovis aries,V,Endo,57.814,body weight -  adult males,survival,10,NA,NA,dif,121,57.814
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,NA,NA,dif,121,57.814
62,Parus major,V,Endo,51.7667,fledgling mass,survival,611,0.095,0.175,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,580,0.405,0.239,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,481,0.06,0.168,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,294,0.019,0.171,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,296,-0.208,0.229,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,137,0.164,0.187,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,539,0.361,0.163,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,526,0.04,0.143,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,769,0.361,0.176,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,508,0.161,0.134,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,511,0.536,0.231,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,527,0.184,0.095,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,839,0.228,0.116,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1107,0.071,0.111,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,979,0.056,0.083,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1412,0.008,0.07,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1463,0.222,0.107,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1184,0.244,0.062,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,2091,0.066,0.082,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1115,0.296,0.129,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1166,0.288,0.083,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1167,0.034,0.078,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1862,0.149,0.061,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1215,0.506,0.113,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1233,0.353,0.078,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1108,0.187,0.128,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,581,0.332,0.099,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1283,0.136,0.07,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1934,0.109,0.063,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1624,0.331,0.082,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1663,0.271,0.059,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1472,0.033,0.078,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1923,0.155,0.071,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1598,0.28,0.094,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1059,0.438,0.124,dif,114,51.7667
62,Parus major,V,Endo,51.7667,fledgling mass,survival,1167,0.071,0.068,dif,114,51.7667
65,Parus major,V,Endo,57.1667,fledgling mass,survival,846,0.0824,NA,dif,26,57.1667
65,Parus major,V,Endo,57.1667,fledgling mass,survival,1547,0.0664,NA,dif,26,57.1667
65,Parus major,V,Endo,57.1667,fledgling mass,survival,1004,-0.0188,NA,dif,26,57.1667
65,Parus major,V,Endo,57.1667,fledgling mass,survival,1374,0.1548,NA,dif,26,57.1667
65,Parus major,V,Endo,57.1667,fledgling mass,survival,1136,0.3815,NA,dif,26,57.1667
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 winter survival,230,0.01,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 winter survival,640,-0.02,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 winter survival,379,0,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 winter survival,306,0.02,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 winter survival,751,-0.01,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 winter survival,469,0,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-2 winter survival,121,-0.01,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-2 winter survival,96,-0.14,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-2 winter survival,173,-0.27,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-2 winter survival,191,-0.15,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-2 winter survival,174,-0.07,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-2 winter survival,242,-0.27,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 summer survival,197,-0.03,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 summer survival,174,0.1,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 summer survival,374,0.04,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature fish),Age-1 summer survival,323,0.02,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 summer survival,282,-0.03,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 summer survival,267,0.08,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 summer survival,508,0.01,NA,dif,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body mass (immature + mature fish),Age-1 summer survival,444,0,NA,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,0+ fall to 0+ prewinter survival -accounting for emigration,527,-0.058,0.032,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,0+ prewinter to 1+ spring survival -accounting for emigration,306,0.045,0.049,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ spring to 1+ summer survival -accounting for emigration,261,-0.036,0.033,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ summer to 1+ fall survival -accounting for emigration,293,-0.023,0.034,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ fall to 1+ prewinter survival -accounting for emigration,298,-0.09,0.048,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ prewinter to 2+ summer survival -accounting for emigration,157,0.075,0.037,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,0+ fall to 0+ prewinter survival -accounting for emigration,432,0.023,0.029,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,0+ prewinter to 1+ spring survival -accounting for emigration,368,0.029,0.022,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ spring to 1+ summer survival -accounting for emigration,360,0.021,0.029,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ summer to 1+ fall survival -accounting for emigration,323,0.041,0.022,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ fall to 1+ prewinter survival -accounting for emigration,281,-0.022,0.037,dif,124,42.4167
86,Salmo salar,V,Ecto,42.4167,body mass,1+ prewinter to 2+ summer survival -accounting for emigration,111,0.029,0.039,dif,124,42.4167
110,Salmo trutta,V,Ecto,61.25,body length,survival,82,-0.498076723,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,217,-0.172282513,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,248,0.09212903,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,125,-0.161300868,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,94,-0.052879517,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,143,-0.076833007,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,116,-0.001243603,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,80,0.021137501,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,233,-0.172480233,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,68,-0.141280181,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,94,-0.011359771,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,106,0.081211295,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,349,-0.13878148,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,412,0.058375139,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,127,0.033586503,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,92,0.029506182,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,30,-0.135720633,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,281,-0.27218002,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,317,-0.144646756,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,114,-0.076704161,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,87,-0.045350953,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,317,-0.018681046,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,330,0.004672588,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,211,0.005711067,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,70,0.165270979,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,339,-0.144287056,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,308,0.009511024,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,218,-0.081019464,NA,dif,437,61.25
110,Salmo trutta,V,Ecto,61.25,body length,survival,65,0.07699615,NA,dif,437,61.25
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.1220348,0.070577295,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.1972843,0.059355513,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.0109877,0.056375466,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.0445587,0.046731907,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.0389769,0.047608129,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.1040599,0.055179984,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.0402933,0.04859803,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.0665379,0.041816702,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.0255888,0.052349658,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,-0.0578901,0.054703926,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,0.065868,0.117157412,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Wing length,Abbual survival,NA,-0.0372921,0.170615441,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.1500413,0.06946925,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.5128938,0.061511169,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,-0.1142,0.05636817,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.2002411,0.047115955,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,-0.0418552,0.047502726,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.0678045,0.053862766,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.1828491,0.049609273,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.1993815,0.042279803,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,-0.000944377,0.048120338,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,-0.0246668,0.050915167,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,-0.0128447,0.101555066,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tail length,Abbual survival,NA,0.1179346,0.146953421,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,-0.2755929,0.091711044,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,-0.2038392,0.063673141,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,0.4361756,0.078795183,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,-0.1051686,0.05255415,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,0.51526,0.090824587,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,-0.1442724,0.079331347,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,0.034637,0.041243842,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,0.1369134,0.041178183,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,-0.1759534,0.061780667,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,0.1244578,0.064577674,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,-0.0186712,0.135998198,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Tarsus length,Abbual survival,NA,0.0610706,0.154471921,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.0311103,0.07489808,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.4941281,0.062672896,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,-0.8050861,0.069595234,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.1236144,0.055261324,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.978617,0.082722229,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,1.034467,0.076676113,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.2286868,0.057004839,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,-0.0363153,0.049341735,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,-0.0852332,0.064174353,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.1118091,0.061154561,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,0.0307458,0.127813956,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill length,Abbual survival,NA,-0.1720405,0.210267341,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.2680112,0.078753587,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,-0.1363092,0.072929494,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.9945964,0.078225481,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.0113163,0.056685143,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,-0.0706124,0.049526518,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.1730018,0.046744756,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.0468211,0.046578266,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.1361281,0.042451737,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.1067431,0.051047248,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,-0.0437306,0.051137299,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,0.0862208,0.114992827,dif,1047,41.2167
145,Petrochelidon pyrrhonota,V,Endo,41.2167,Bill width,Abbual survival,NA,-0.053796,0.207840227,dif,1047,41.2167
28,Calopteryx splendens,I,Ecto,55.6333,forewing length,survival,114,-0.155,NA,dif,33,55.6333
28,Calopteryx splendens,I,Ecto,55.6333,abdomen length,survival,114,-0.028,NA,dif,33,55.6333
28,Calopteryx splendens,I,Ecto,55.6333,thorax length,survival,114,0.082,NA,dif,33,55.6333
28,Calopteryx splendens,I,Ecto,55.6333,thorax width,survival,114,0.095,NA,dif,33,55.6333
28,Calopteryx splendens,I,Ecto,55.6333,forewing length,survival,114,0.076,NA,dif,33,55.6333
28,Calopteryx splendens,I,Ecto,55.6333,abdomen length,survival,114,0.099,NA,dif,33,55.6333
28,Calopteryx splendens,I,Ecto,55.7,forewing length,survival,51,-0.058,NA,dif,10,55.7
28,Calopteryx splendens,I,Ecto,55.7,abdomen length,survival,51,-0.061,NA,dif,10,55.7
28,Calopteryx splendens,I,Ecto,55.7,thorax length,survival,51,-0.071,NA,dif,10,55.7
28,Calopteryx splendens,I,Ecto,55.7,thorax width,survival,51,0.022,NA,dif,10,55.7
7,Eurosta solidaginins,I,Ecto,40.9058,gall diameter,survival,182,0.41,NA,dif,244,40.9058
7,Eurosta solidaginins,I,Ecto,40.9058,gall diameter,survival,220,0.09,NA,dif,244,40.9058
7,Eurosta solidaginins,I,Ecto,40.9058,gall diameter,survival,205,0.48,NA,dif,244,40.9058
7,Eurosta solidaginins,I,Ecto,40.9058,gall diameter,survival,273,0.51,NA,dif,244,40.9058
7,Eurosta solidaginins,I,Ecto,40.9178,gall diameter,survival,99,0.35,NA,dif,175,40.9178
7,Eurosta solidaginins,I,Ecto,40.9178,gall diameter,survival,218,0.4,NA,dif,175,40.9178
7,Eurosta solidaginins,I,Ecto,40.9178,gall diameter,survival,306,0.67,NA,dif,175,40.9178
7,Eurosta solidaginins,I,Ecto,40.9178,gall diameter,survival,283,0.74,NA,dif,175,40.9178
7,Eurosta solidaginins,I,Ecto,40.9253,gall diameter,survival,159,0.7,NA,dif,159,40.9253
7,Eurosta solidaginins,I,Ecto,40.9253,gall diameter,survival,198,0.5,NA,dif,159,40.9253
7,Eurosta solidaginins,I,Ecto,40.9253,gall diameter,survival,315,0.74,NA,dif,159,40.9253
7,Eurosta solidaginins,I,Ecto,40.9253,gall diameter,survival,391,0.59,NA,dif,159,40.9253
7,Eurosta solidaginins,I,Ecto,40.9281,gall diameter,survival,198,0.48,NA,dif,152,40.9281
7,Eurosta solidaginins,I,Ecto,40.9281,gall diameter,survival,477,0.3,NA,dif,152,40.9281
7,Eurosta solidaginins,I,Ecto,40.9281,gall diameter,survival,163,0.43,NA,dif,152,40.9281
7,Eurosta solidaginins,I,Ecto,40.9281,gall diameter,survival,498,0.41,NA,dif,152,40.9281
7,Eurosta solidaginins,I,Ecto,40.9422,gall diameter,survival,189,0.36,NA,dif,169,40.9422
7,Eurosta solidaginins,I,Ecto,40.9422,gall diameter,survival,210,0.15,NA,dif,169,40.9422
7,Eurosta solidaginins,I,Ecto,40.9422,gall diameter,survival,191,0.28,NA,dif,169,40.9422
7,Eurosta solidaginins,I,Ecto,40.9422,gall diameter,survival,215,0.46,NA,dif,169,40.9422
7,Eurosta solidaginins,I,Ecto,40.9722,gall diameter,survival,166,0.45,NA,dif,152,40.9722
